movieId,title,genres,title,genres
348,Bullets Over Broadway (1994),Comedy,연두부미음,실생활 요리|한식 요리|콩/두부 요리|혼밥 요리|간단 재료 요리|5분 요리|아이 성장/발육 |아이 간식|죽/미음|이유식 초기
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,마들렌,빵/케이크|양식 요리|간식/야식
350,"Client, The (1994)",Drama|Mystery|Thriller,모듬구이야끼,손님 접대 요리|쇠고기|실생활 요리|일식 요리|채소류 요리|구이요리|술안주|자취 초보 요리|돼지고기|간식/야식|간단 재료 요리|전/부침요리
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,새우냉모밀,실생활 요리|일식 요리|자취 초보 요리|혼밥 요리|간식/야식|국물면요리|일식면|움짤 레시피
352,Crooklyn (1994),Comedy|Drama,흑임자죽,실생활 요리|자취 초보 요리|한식 요리|움짤 레시피|간단 재료 요리|죽/미음
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,계란푸딩과 크레이프,빵/케이크|술안주|혼밥 요리|간식/야식|달걀/유제품 요리
354,Cobb (1994),Drama,오감자 치킨샐러드 ,가공식품 요리|채소류 요리|술안주|자취 초보 요리|샐러드요리|혼밥 요리|간식/야식|과자/쿠키|15분 요리
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,5분제육볶음,양념/소스/잼|한식 요리|볶음요리|돼지고기|간식/야식|5분 요리
356,Forrest Gump (1994),Comedy|Drama|Romance|War,루꼴라 페스토소스 ,실생활 요리|양식 요리|채소류 요리|양념/소스/잼|자취 초보 요리|5분 요리
357,Four Weddings and a Funeral (1994),Comedy|Romance,오징어볶음,실생활 요리|수산물|한식 요리|볶음요리|혼밥 요리
358,Higher Learning (1995),Drama,전자레인지 양파링,가공식품 요리|채소류 요리|구이요리|술안주|자취 초보 요리|간식/야식|움짤 레시피|전/부침요리|10분 요리
360,I Love Trouble (1994),Action|Comedy,감자샐러드샌드위치,샌드위치|나들이 요리|양식 요리|채소류 요리|다이어트 요리|움짤 레시피|허리/관절 건강|피부 재생|불면증 해소|산모 건강|당뇨 극복
361,It Could Happen to You (1994),Comedy|Drama|Romance,낫또소바,실생활 요리|일식 요리|자취 초보 요리|혼밥 요리|15분 요리|간단 재료 요리|10분 요리|5분 요리
362,"Jungle Book, The (1994)",Adventure|Children|Romance,애호박 조개탕,수산물|국/탕요리|자취 초보 요리|한식 요리|15분 요리|해장요리
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,그릴치즈김치전,채소류 요리|술안주|자취 초보 요리|한식 요리|김치요리|전/부침요리
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,날개달린교자,구이요리|자취 초보 요리|퓨전요리|혼밥 요리|간식/야식|움짤 레시피|15분 요리|간단 재료 요리|만두요리|아이 간식|간편 메인반찬
365,Little Buddha (1993),Drama,맥주안주 3종,가공식품 요리|채소류 요리|구이요리|술안주|볶음요리|퓨전요리|튀김요리|동영상 레시피
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,삼겹살 국물떡볶이,손님 접대 요리|가공식품 요리|실생활 요리|술안주|자취 초보 요리|한식 요리|볶음요리|퓨전요리|돼지고기|간식/야식|15분 요리|간단 재료 요리|동영상 레시피
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,딸기 티라미수,빵/케이크|자취 초보 요리|과일 요리|간식/야식|달걀/유제품 요리
368,Maverick (1994),Adventure|Comedy|Western,채소푸딩,찜요리|실생활 요리|채소류 요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|달걀/유제품 요리|간단 재료 요리|동영상 레시피
369,Mrs. Parker and the Vicious Circle (1994),Drama,뚝배기콘치즈,가공식품 요리|찜요리|술안주|자취 초보 요리|퓨전요리|간식/야식
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,듬직한 샌드위치,샌드위치|나들이 요리|양식 요리|채소류 요리
371,"Paper, The (1994)",Comedy|Drama,김 장아찌,실생활 요리|자취 초보 요리|한식 요리|움짤 레시피|15분 요리|젓갈/장아찌
372,Reality Bites (1994),Comedy|Drama|Romance,맛있는 튀김 만드는법,실생활 요리|일식 요리|자취 초보 요리|한식 요리|튀김요리|간단 재료 요리|동영상 레시피
373,Red Rock West (1992),Thriller,케이준치킨스틱,술안주|닭고기|튀김요리|혼밥 요리|이국적인맛
374,Richie Rich (1994),Children|Comedy,불닭피자,자취 초보 요리|닭고기|퓨전요리|혼밥 요리|피자|간식/야식|움짤 레시피|간단 재료 요리
375,Safe Passage (1994),Drama,베이컨 야끼라면,가공식품 요리|자취 초보 요리|혼밥 요리|볶음면요리|움짤 레시피|간단 재료 요리|10분 요리|해장요리
376,"River Wild, The (1994)",Action|Thriller,리코타 치즈 치킨롤,나들이 요리|술안주|파티/명절요리|자취 초보 요리|닭고기|튀김요리|간식/야식|달걀/유제품 요리|10분 요리
377,Speed (1994),Action|Romance|Thriller,쌈장부대찌개,나들이 요리|한식 요리|찌개요리|햄/소시지
378,Speechless (1994),Comedy|Romance,쭈삼두루치기,실생활 요리|수산물|한식 요리|볶음요리|돼지고기|간식/야식
379,Timecop (1994),Action|Sci-Fi|Thriller,날치알마끼김밥,나들이 요리|자취 초보 요리|한식 요리|김밥/롤/주먹밥/초밥|수산가공품
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,아코디언 감자,양식 요리|채소류 요리|구이요리|술안주|자취 초보 요리|간식/야식|간단 재료 요리|동영상 레시피
381,When a Man Loves a Woman (1994),Drama|Romance,수제 치즈 떡갈비,손님 접대 요리|쇠고기|구이요리|자취 초보 요리|한식 요리|혼밥 요리|움짤 레시피|간편 메인반찬
382,Wolf (1994),Drama|Horror|Romance|Thriller,닭불고기치즈토스트,손님 접대 요리|가공식품 요리|실생활 요리|샌드위치|나들이 요리|채소류 요리|파티/명절요리|닭고기|퓨전요리|혼밥 요리|다이어트 요리|달걀/유제품 요리|간단 재료 요리
383,Wyatt Earp (1994),Western,양파피클주꾸미,수산물|술안주|한식 요리|면역력 강화|볶음요리|움짤 레시피
384,Bad Company (1995),Action|Crime|Drama,초코바나나프렌치토스트,빵/케이크|양식 요리|간식/야식|움짤 레시피
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,버섯파니니샌드위치,샌드위치|나들이 요리|양식 요리|채소류 요리
388,Boys Life (1995),Drama,뻥튀기아이스크림,가공식품 요리|자취 초보 요리|혼밥 요리|간식/야식|움짤 레시피|간단 재료 요리|아이스크림|5분 요리
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,치킨까스,손님 접대 요리|실생활 요리|일식 요리|술안주|파티/명절요리|닭고기|튀김요리|혼밥 요리|간단 재료 요리|간편 메인반찬
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,호두파이,빵/케이크|양식 요리|간식/야식|동영상 레시피
391,Jason's Lyric (1994),Crime|Drama,김치돼지고기 두루치기,실생활 요리|나들이 요리|술안주|한식 요리|면역력 강화|볶음요리|돼지고기|혼밥 요리
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,땅콩소스와 스프링롤,동남아/인도 요리|수산물|양념/소스/잼|퓨전요리|혼밥 요리|간식/야식|김밥/롤/주먹밥/초밥|스튜/스프요리|동영상 레시피
393,Street Fighter (1994),Action|Adventure|Fantasy,화이트딥소스크래커,양식 요리|술안주|파티/명절요리|양념/소스/잼|자취 초보 요리|간식/야식|달걀/유제품 요리|과자/쿠키|10분 요리
401,Mirage (1995),Action|Thriller,모듬떡꼬치,나들이 요리|술안주|자취 초보 요리|한식 요리|튀김요리|간식/야식
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,바나나쉬폰컵케익,빵/케이크|가공식품 요리|간식/야식|동영상 레시피
407,In the Mouth of Madness (1995),Horror|Thriller,육포,쇠고기|술안주|자취 초보 요리|한식 요리
408,8 Seconds (1994),Drama,단팥아이스라떼,가공식품 요리|자취 초보 요리|혼밥 요리|간식/야식|움짤 레시피|5분 요리|기타음료
409,Above the Rim (1994),Crime|Drama,치킨볼,실생활 요리|나들이 요리|술안주|한식 요리|닭고기|튀김요리|혼밥 요리|간식/야식|동영상 레시피
410,Addams Family Values (1993),Children|Comedy|Fantasy,과일청,양념/소스/잼|한식 요리|과일 요리|혼밥 요리|기미/주근깨|간식/야식|수유모 건강|피부 재생|눈 건강|불면증 해소|산모 건강|동영상 레시피
412,"Age of Innocence, The (1993)",Drama,말랑크래커,가공식품 요리|자취 초보 요리|혼밥 요리|간식/야식|과자/쿠키|간단 재료 요리|5분 요리|동영상 레시피
413,Airheads (1994),Comedy,양배추두부조림,실생활 요리|한식 요리|콩/두부 요리|조림요리|간단 재료 요리|간편 메인반찬
414,"Air Up There, The (1994)",Comedy,미역전,실생활 요리|한식 요리|콩/두부 요리|전/부침요리|수산가공품|아이 성장/발육 |이유식 후기
415,Another Stakeout (1993),Comedy|Thriller,계란샐러드샌드위치,실생활 요리|샌드위치|나들이 요리|양식 요리|간식/야식|달걀/유제품 요리
416,Bad Girls (1994),Western,동래파전,수산물|술안주|한식 요리|간식/야식|전/부침요리|동영상 레시피
417,Barcelona (1994),Comedy|Romance,부지깽이 새우볶음,실생활 요리|수산물|한식 요리|볶음요리
418,Being Human (1993),Drama,볶음라면,가공식품 요리|자취 초보 요리|한식 요리|혼밥 요리|볶음면요리|간식/야식|간단 재료 요리|5분 요리
419,"Beverly Hillbillies, The (1993)",Comedy,백순두부찌개,실생활 요리|한식 요리|콩/두부 요리|빈혈 예방|찌개요리
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,버터밀크비스킷,빵/케이크|자취 초보 요리|간식/야식|달걀/유제품 요리
421,Black Beauty (1994),Adventure|Children|Drama,게살고로케,일식 요리|수산물|튀김요리|간식/야식
422,Blink (1994),Thriller,백종원 치킨,술안주|닭고기|튀김요리|간식/야식|움짤 레시피
423,Blown Away (1994),Action|Thriller,그릴닭갈비,나들이 요리|구이요리|파티/명절요리|자취 초보 요리|한식 요리|닭고기|퓨전요리|움짤 레시피|15분 요리|간단 재료 요리
424,Blue Chips (1994),Drama,라면볶이,가공식품 요리|자취 초보 요리|한식 요리|혼밥 요리|볶음면요리|간식/야식|5분 요리|동영상 레시피
425,Blue Sky (1994),Drama|Romance,새우떡갈비,손님 접대 요리|쇠고기|구이요리|자취 초보 요리|한식 요리|돼지고기|움짤 레시피|간단 재료 요리|아이 성장/발육 |수유모 건강|아이 간식|산모 건강
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,간단 육개장,쇠고기|실생활 요리|국/탕요리|한식 요리|동영상 레시피
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,오색 온소면,손님 접대 요리|쇠고기|실생활 요리|한식 요리|국물면요리|한식면
428,"Bronx Tale, A (1993)",Drama,홍볶음라면,가공식품 요리|자취 초보 요리|한식 요리|혼밥 요리|볶음면요리|간식/야식|15분 요리|동영상 레시피
429,Cabin Boy (1994),Comedy,오리엔탈 두부 부침,실생활 요리|한식 요리|콩/두부 요리|빈혈 예방|15분 요리|전/부침요리|간편 메인반찬
431,Carlito's Way (1993),Crime|Drama,허니콜팝,실생활 요리|나들이 요리|술안주|한식 요리|닭고기|튀김요리|간식/야식|움짤 레시피|아이 간식
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,대파돼지고기조림,찜요리|실생활 요리|채소류 요리|자취 초보 요리|한식 요리|면역력 강화|돼지고기|혼밥 요리|조림요리|간단 재료 요리|봄|간편 메인반찬
433,Clean Slate (1994),Comedy,두부밥,실생활 요리|한식 요리|콩/두부 요리|빈혈 예방|15분 요리|쌀밥/잡곡밥
434,Cliffhanger (1993),Action|Adventure|Thriller,타르타르소스 게맛살 샌드위치,샌드위치|자취 초보 요리|간식/야식
435,Coneheads (1993),Comedy|Sci-Fi,에그 포켓 샌드위치,실생활 요리|샌드위치|자취 초보 요리|퓨전요리|달걀/유제품 요리
436,Color of Night (1994),Drama|Thriller,참치라자냐,손님 접대 요리|실생활 요리|양식 요리|술안주|자취 초보 요리|수산가공품|이국적인맛|동영상 레시피
437,Cops and Robbersons (1994),Comedy,두부비빔밥,실생활 요리|한식 요리|콩/두부 요리|다이어트 요리|채소밥/비빔밥
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,하와이안 피자,빵/케이크|양식 요리|파티/명절요리|자취 초보 요리|혼밥 요리|피자|간식/야식|움짤 레시피|15분 요리|간단 재료 요리|햄/소시지|10분 요리|요거트|아이 간식|간편 메인반찬
439,Dangerous Game (1993),Drama,불닭볶음밥,가공식품 요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|한식면|간단 재료 요리|채소밥/비빔밥|10분 요리
440,Dave (1993),Comedy|Romance,오징어 볶음,실생활 요리|수산물|한식 요리|볶음요리
441,Dazed and Confused (1993),Comedy,부대찌개,실생활 요리|한식 요리|찌개요리|햄/소시지
442,Demolition Man (1993),Action|Adventure|Sci-Fi,바나나 샐러드,양식 요리|과일 요리|샐러드요리|혼밥 요리|간식/야식|15분 요리|산모 건강
443,"Endless Summer 2, The (1994)",Adventure|Documentary,구운 호박볶음,찜요리|실생활 요리|채소류 요리|구이요리|자취 초보 요리|한식 요리|볶음요리|15분 요리|전/부침요리|봄
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,오징어꽈리고추볶음,실생활 요리|수산물|한식 요리|볶음요리
445,Fatal Instinct (1993),Comedy,골뱅이찌게,실생활 요리|한식 요리|찌개요리|수산가공품
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,두부스테이크,손님 접대 요리|한식 요리|콩/두부 요리|전/부침요리
447,"Favor, The (1994)",Comedy|Romance,쭈꾸미볶음,실생활 요리|수산물|한식 요리|볶음요리
448,Fearless (1993),Drama,우유라면,가공식품 요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|달걀/유제품 요리|국물면요리|15분 요리
449,Fear of a Black Hat (1994),Comedy,쥐포조림,실생활 요리|한식 요리|조림요리|수산가공품
450,With Honors (1994),Comedy|Drama,쌈채소유부초밥,실생활 요리|자취 초보 요리|한식 요리|움짤 레시피|15분 요리|간단 재료 요리|김밥/롤/주먹밥/초밥
451,Flesh and Bone (1993),Drama|Mystery|Romance,도깨비 스테이크,손님 접대 요리|쇠고기|양식 요리|구이요리|자취 초보 요리|혼밥 요리|동영상 레시피
452,Widows' Peak (1994),Drama,참치마요 주먹밥,가공식품 요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|김밥/롤/주먹밥/초밥
453,For Love or Money (1993),Comedy|Romance,현미전복영양밥,실생활 요리|수산물|한식 요리|면역력 강화|쌀밥/잡곡밥
454,"Firm, The (1993)",Drama|Thriller,디아볼로더블피자,손님 접대 요리|실생활 요리|양식 요리|술안주|닭고기|피자|간식/야식
455,Free Willy (1993),Adventure|Children|Drama,구운새우 하이라이스덮밥,일식 요리|수산물|자취 초보 요리|한식 요리|덮밥/국밥|혼밥 요리|움짤 레시피
456,Fresh (1994),Crime|Drama|Thriller,닭불고기,실생활 요리|구이요리|자취 초보 요리|한식 요리|닭고기|혼밥 요리
457,"Fugitive, The (1993)",Thriller,오렌지 치킨,술안주|닭고기|튀김요리|간식/야식|움짤 레시피
458,Geronimo: An American Legend (1993),Drama|Western,비프치킨퀘사디아,손님 접대 요리|실생활 요리|나들이 요리|술안주|파티/명절요리|자취 초보 요리|닭고기|돼지고기|멕시칸 요리|피자|간식/야식|이국적인맛
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,렐리쉬 치즈 핫도그,양식 요리|자취 초보 요리|혼밥 요리|간식/야식|15분 요리|햄/소시지|햄버거/핫도그
460,Getting Even with Dad (1994),Comedy,코다리조림,실생활 요리|한식 요리|조림요리|수산가공품
461,Go Fish (1994),Drama|Romance,돼지갈비김치전골,손님 접대 요리|한식 요리|돼지고기|김치요리|찌개요리
463,Guilty as Sin (1993),Crime|Drama|Thriller,LCHF 고등어버터구이,실생활 요리|구이요리|자취 초보 요리|한식 요리|다이어트 요리|생선|동영상 레시피
464,Hard Target (1993),Action|Adventure|Crime|Thriller, 치즈 스틱,양식 요리|자취 초보 요리|튀김요리|간식/야식|달걀/유제품 요리|아이 간식
465,Heaven & Earth (1993),Action|Drama|War,수플레가머랭,빵/케이크|가공식품 요리|양식 요리|간식/야식|15분 요리
466,Hot Shots! Part Deux (1993),Action|Comedy|War,필즈파스텟리,빵/케이크|양식 요리|자취 초보 요리|간식/야식|움짤 레시피|15분 요리|아이 간식|가을
467,Live Nude Girls (1995),Comedy,오징어젓갈콩나물밥,실생활 요리|한식 요리|움짤 레시피|채소밥/비빔밥|수산가공품
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,굴김치보쌈,실생활 요리|수산물|한식 요리|돼지고기|움짤 레시피|김장
469,"House of the Spirits, The (1993)",Drama|Romance,스팸 치즈 컵,손님 접대 요리|퓨전요리|피자|간식/야식|달걀/유제품 요리|요거트|이국적인맛|동영상 레시피
470,House Party 3 (1994),Comedy,홍삼차,실생활 요리|한식 요리|움짤 레시피|차/커피
471,"Hudsucker Proxy, The (1994)",Comedy,오징어 찌개,실생활 요리|한식 요리|움짤 레시피|찌개요리|겨울
472,I'll Do Anything (1994),Comedy|Drama,감자밥,실생활 요리|자취 초보 요리|한식 요리|쌀밥/잡곡밥|여름|동영상 레시피
473,In the Army Now (1994),Comedy|War,돼지고기 두반장 볶음,실생활 요리|면역력 강화|볶음요리|돼지고기|중식 요리
474,In the Line of Fire (1993),Action|Thriller,치즈베이컨말이,나들이 요리|구이요리|자취 초보 요리|혼밥 요리|간식/야식|달걀/유제품 요리|움짤 레시피|15분 요리|햄/소시지|요거트
475,In the Name of the Father (1993),Drama,라제비,가공식품 요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|국물면요리|15분 요리|간단 재료 요리
476,"Inkwell, The (1994)",Comedy|Drama,새우 김치죽,실생활 요리|자취 초보 요리|한식 요리|수산가공품|죽/미음
477,What's Love Got to Do with It? (1993),Drama|Musical,샥슈카 ,손님 접대 요리|달걀/유제품 요리|움짤 레시피|스튜/스프요리|이국적인맛
479,Judgment Night (1993),Action|Crime|Thriller,당근케이크,빵/케이크|손님 접대 요리|실생활 요리|양식 요리|채소류 요리|파티/명절요리
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,사라다바게트,샌드위치|퓨전요리|간식/야식|달걀/유제품 요리|아이 간식
481,Kalifornia (1993),Drama|Thriller,새우젓 오일 파스타,손님 접대 요리|실생활 요리|양식 요리|서양식면|볶음면요리
482,Killing Zoe (1994),Crime|Drama|Thriller,팽이베이컨말이,실생활 요리|구이요리|자취 초보 요리|퓨전요리|혼밥 요리|움짤 레시피|15분 요리|간단 재료 요리|햄/소시지
483,King of the Hill (1993),Drama,식빵 러스크,가공식품 요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|과자/쿠키|움짤 레시피
484,Lassie (1994),Adventure|Children,치즈딸기쉐이크,과일 요리|퓨전요리|간식/야식|요거트|여름|기타음료|동영상 레시피
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,아스파라거스튀김,양식 요리|채소류 요리|술안주|튀김요리|움짤 레시피
486,Life with Mikey (1993),Comedy,통조림 꽁치 조림,실생활 요리|한식 요리|움짤 레시피|생선|조림요리|찌개요리|간단 재료 요리|수산가공품|간편 메인반찬
487,Lightning Jack (1994),Comedy|Western,베를린김밥,실생활 요리|나들이 요리|한식 요리|퓨전요리|간식/야식|햄/소시지|김밥/롤/주먹밥/초밥
488,M. Butterfly (1993),Drama|Romance,중국만두 소룡포(샤오룽바오),손님 접대 요리|퓨전요리|간단 재료 요리|만두요리
489,Made in America (1993),Comedy,무른밥,실생활 요리|한식 요리|아이 성장/발육 |이유식 후기|죽/미음
490,Malice (1993),Thriller,닭튀김,술안주|닭고기|튀김요리|간식/야식
491,"Man Without a Face, The (1993)",Drama,순대치즈밥,가공식품 요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|간단 재료 요리|채소밥/비빔밥|10분 요리
492,Manhattan Murder Mystery (1993),Comedy|Mystery,삼겹살쫄면,실생활 요리|술안주|자취 초보 요리|한식 요리|돼지고기|간식/야식|한식면|비빔면요리|동영상 레시피
493,Menace II Society (1993),Action|Crime|Drama,바나나파운드케이크,빵/케이크|양식 요리|간식/야식|달걀/유제품 요리|움짤 레시피|아이 간식
494,Executive Decision (1996),Action|Adventure|Thriller,파니니,샌드위치|양식 요리|혼밥 요리|간식/야식
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,뻥튀기 아이스크림 샌드위치,가공식품 요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|간단 재료 요리|10분 요리|아이스크림
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,피망절임,실생활 요리|양식 요리|채소류 요리|자취 초보 요리|10분 요리
497,Much Ado About Nothing (1993),Comedy|Romance,오삼제육볶음덮밥,실생활 요리|수산물|한식 요리|돼지고기|덮밥/국밥|혼밥 요리
498,Mr. Jones (1993),Drama|Romance,크리스마스 통닭,손님 접대 요리|파티/명절요리|한식 요리|닭고기|퓨전요리|튀김요리|동영상 레시피
499,Mr. Wonderful (1993),Comedy|Romance,고추장 장어덮밥,실생활 요리|수산물|한식 요리|덮밥/국밥|혼밥 요리|생선|수산가공품|여름|동영상 레시피
500,Mrs. Doubtfire (1993),Comedy|Drama,꽁치김치찌개,실생활 요리|자취 초보 요리|한식 요리|생선|찌개요리
501,Naked (1993),Drama,비비빅팥죽,가공식품 요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|15분 요리|간단 재료 요리|죽/미음|동영상 레시피
502,"Next Karate Kid, The (1994)",Action|Children|Romance,감자 샐러드 모닝빵,샌드위치|나들이 요리|양식 요리|채소류 요리|샐러드요리|간식/야식|움짤 레시피
504,No Escape (1994),Action|Drama|Sci-Fi,건빵케이크,빵/케이크|가공식품 요리|자취 초보 요리|퓨전요리|혼밥 요리|간식/야식|과자/쿠키|간단 재료 요리|5분 요리|동영상 레시피
505,North (1994),Comedy,창난밥,실생활 요리|한식 요리|수산가공품|볶음밥/오므라이스|5분 요리
506,Orlando (1992),Drama|Fantasy|Romance,미트볼&스파게티프리터,손님 접대 요리|가공식품 요리|양식 요리|튀김요리|동영상 레시피
507,"Perfect World, A (1993)",Crime|Drama|Thriller,돼지안심 스테이크,실생활 요리|구이요리|자취 초보 요리|퓨전요리|돼지고기|혼밥 요리|15분 요리|간단 재료 요리
508,Philadelphia (1993),Drama,팥빙수,가공식품 요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|15분 요리|간단 재료 요리|아이스크림
509,"Piano, The (1993)",Drama|Romance,잡채빠네,손님 접대 요리|파티/명절요리|자취 초보 요리|퓨전요리|혼밥 요리|볶음면요리|한식면|간단 재료 요리|10분 요리|동영상 레시피
510,Poetic Justice (1993),Drama,치즈호떡,가공식품 요리|자취 초보 요리|한식 요리|퓨전요리|튀김요리|빈혈 예방|간식/야식|간단 재료 요리|전/부침요리|5분 요리
511,"Program, The (1993)",Action|Drama,키스틱 식빵 핫도그,빵/케이크|손님 접대 요리|가공식품 요리|실생활 요리|샌드위치|나들이 요리|양식 요리|술안주|파티/명절요리|자취 초보 요리|한식 요리|퓨전요리|돼지고기|튀김요리|혼밥 요리|멕시칸 요리|간식/야식|달걀/유제품 요리|15분 요리|간단 재료 요리|햄/소시지|봄|햄버거/핫도그|이국적인맛
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,차돌박이초밥,쇠고기|실생활 요리|일식 요리|자취 초보 요리|움짤 레시피|간단 재료 요리|김밥/롤/주먹밥/초밥
513,Radioland Murders (1994),Comedy|Mystery|Romance,달걀 범벅,실생활 요리|술안주|자취 초보 요리|한식 요리|간식/야식|달걀/유제품 요리|15분 요리|간단 재료 요리
514,"Ref, The (1994)",Comedy,고등어 무 조림,실생활 요리|한식 요리|생선|조림요리|암 예방|피부 재생|불면증 해소|동영상 레시피
515,"Remains of the Day, The (1993)",Drama|Romance,크림만두,손님 접대 요리|파티/명절요리|자취 초보 요리|퓨전요리|혼밥 요리|15분 요리|스튜/스프요리|만두요리|동영상 레시피
516,Renaissance Man (1994),Comedy|Drama,동태찌개,실생활 요리|자취 초보 요리|한식 요리|생선|찌개요리
517,Rising Sun (1993),Action|Drama|Mystery,찐빵,빵/케이크|가공식품 요리|한식 요리|간식/야식
518,"Road to Wellville, The (1994)",Comedy,갈치채소조림,실생활 요리|한식 요리|빈혈 예방|생선|조림요리|간단 재료 요리|간편 메인반찬
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,레드벨벳 컵케이크,빵/케이크|양식 요리|간식/야식|달걀/유제품 요리
520,Robin Hood: Men in Tights (1993),Comedy,김치찌개,실생활 요리|한식 요리|빈혈 예방|김치요리|찌개요리|5분 요리
521,Romeo Is Bleeding (1993),Crime|Thriller,감자뢰스티,채소류 요리|자취 초보 요리|간식/야식|전/부침요리|아이 간식
522,Romper Stomper (1992),Action|Drama,베이글 3종 스프레드,빵/케이크|손님 접대 요리|가공식품 요리|실생활 요리|나들이 요리|양식 요리|파티/명절요리|양념/소스/잼|자취 초보 요리|혼밥 요리|간식/야식|달걀/유제품 요리|움짤 레시피|15분 요리|간단 재료 요리
523,Ruby in Paradise (1993),Drama,누룽지튀김스낵,가공식품 요리|자취 초보 요리|한식 요리|튀김요리|혼밥 요리|간식/야식|간단 재료 요리|5분 요리|아이 간식
524,Rudy (1993),Drama,김밥김말이,가공식품 요리|자취 초보 요리|한식 요리|튀김요리|혼밥 요리|간식/야식
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,실곤약 콩국수,가공식품 요리|자취 초보 요리|한식 요리|콩/두부 요리|혼밥 요리|다이어트 요리|간식/야식|국물면요리|간단 재료 요리|10분 요리
527,Schindler's List (1993),Drama|War,돌돌말이 키스틱꼬치,손님 접대 요리|실생활 요리|샌드위치|술안주|파티/명절요리|자취 초보 요리|과일 요리|퓨전요리|샐러드요리|간식/야식|간단 재료 요리|햄/소시지|10분 요리|주류/칵테일
528,"Scout, The (1994)",Comedy|Drama,꽁치조림,실생활 요리|자취 초보 요리|한식 요리|생선|조림요리|간편 메인반찬
529,Searching for Bobby Fischer (1993),Drama,간장곤약조림,가공식품 요리|자취 초보 요리|한식 요리|조림요리
531,"Secret Garden, The (1993)",Children|Drama,홍합어묵탕,국/탕요리|술안주|한식 요리|움짤 레시피|수산가공품
532,Serial Mom (1994),Comedy|Crime|Horror,매실청 간장 비빔국수,실생활 요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|한식면|비빔면요리|10분 요리
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,닭 가슴살 샐러드,양식 요리|닭고기|샐러드요리|다이어트 요리|간식/야식|간단 재료 요리|아이 간식
534,Shadowlands (1993),Drama|Romance,달걀 튀김,손님 접대 요리|파티/명절요리|자취 초보 요리|퓨전요리|튀김요리|간식/야식|달걀/유제품 요리|동영상 레시피
535,Short Cuts (1993),Drama,엽기 떡볶이,가공식품 요리|자취 초보 요리|한식 요리|볶음요리|혼밥 요리|간식/야식|움짤 레시피|15분 요리|간단 재료 요리|아이 간식
536,"Simple Twist of Fate, A (1994)",Drama,즉석떡볶이,가공식품 요리|자취 초보 요리|한식 요리|볶음요리|혼밥 요리|간식/야식|간단 재료 요리|10분 요리|간편 메인반찬
537,Sirens (1994),Drama,대패떡볶이,가공식품 요리|자취 초보 요리|한식 요리|볶음요리|간식/야식|한식면
